"ID";"CNAE";"DESCRIPCION"
1609;"4762";COMERCIO AL POR MENOR DE PERIODICOS Y ARTICULOS DE PAPELERIA EN ESTABLECIMIENTOS ESPECIALIZADOS
1610;"4763";COMERCIO AL POR MENOR DE GRABACIONES DE MUSICA Y VIDEO EN ESTABLECIMIENTOS ESPECIALIZADOS
1611;"4764";COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS EN ESTABLECIMIENTOS ESPECIALIZADOS
1612;"4765";COMERCIO AL POR MENOR DE JUEGOS Y JUGUETES EN ESTABLECIMIENTOS ESPECIALIZADOS
1614;"4771";COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS
1615;"4772";COMERCIO AL POR MENOR DE CALZADO Y ARTICULOS DE CUERO EN ESTABLECIMIENTOS ESPECIALIZADOS
1616;"4773";COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS EN ESTABLECIMIENTOS ESPECIALIZADOS
1617;"4774";COMERCIO AL POR MENOR DE ARTICULOS MEDICOS Y ORTOPEDICOS EN ESTABLECIMIENTOS COMERCIO AL POR MENOR DE ARTICULOS MEDICOS Y ORTOPEDICOS EN ESTABLECIMIENTOS ESPECIALIZADOS
1618;"4775";COMERCIO AL POR MENOR DE PRODUCTOS COSMETICOS E HIGIENICOS EN ESTABLECIMIENTOS ESPECIALIZADOS
1619;"4776";"COMERCIO AL POR MENOR DE FLORES; PLANTAS; SEMILLAS; FERTILIZANTES; ANIMALES DE COMPAÑIA Y ALIMENTOS PARA LOS MISMOS EN ESTABLECIMIENTOS ESPECIALIZADOS"
1620;"4777";COMERCIO AL POR MENOR DE ARTICULOS DE RELOJERIA Y JOYERIA EN ESTABLECIMIENTOS ESPECIALIZADOS
1621;"4778";OTRO COMERCIO AL POR MENOR DE ARTICULOS NUEVOS EN ESTABLECIMIENTOS ESPECIALIZADOS
1622;"4779";COMERCIO AL POR MENOR DE ARTICULOS DE SEGUNDA MANO EN ESTABLECIMIENTOS
1624;"4781";"COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS; BEBIDAS Y TABACO EN PUESTOS DE VENTA Y EN MERCADILLOS"
2291;"692";"ACTIVIDADES DE CONTABILIDAD; TENEDURIA DE LIBROS; AUDITORIA Y ASESORIA FISCAL"
2292;"70";ACTIVIDADES DE LAS SEDES CENTRALES; ACTIVIDADES DE CONSULTORIA DE GESTION EMPRESARIAL
2293;"701";ACTIVIDADES DE LAS SEDES CENTRALES
2294;"702";ACTIVIDADES DE CONSULTORIA DE GESTION EMPRESARIAL
2295;"71";SERVICIOS TECNICOS DE ARQUITECTURA E INGENIERIA; ENSAYOS Y ANALISIS TECNICOS
2296;"711";SERVICIOS TECNICOS DE ARQUITECTURA E INGENIERIA Y OTRAS ACTIVIDADES RELACIONADAS CON EL ASESORAMIENTO TECNICO
2297;"712";ENSAYOS Y ANALISIS TECNICOS
2298;"72";INVESTIGACION Y DESARROLLO
2299;"721";INVESTIGACION Y DESARROLLO EXPERIMENTAL EN CIENCIAS NATURALES Y TECNICAS
2300;"722";INVESTIGACION Y DESARROLLO EXPERIMENTAL EN CIENCIAS SOCIALES Y HUMANIDADES
2301;"73";PUBLICIDAD Y ESTUDIOS DE MERCADO
2302;"731";PUBLICIDAD
2303;"732";ESTUDIO DE MERCADO Y REALIZACION DE ENCUESTAS DE OPINION PUBLICA
2304;"74";"OTRAS ACTIVIDADES PROFESIONALES; CIENTIFICAS Y TECNICAS"
2305;"741";ACTIVIDADES DE DISEÑO ESPECIALIZADO
2306;"742";ACTIVIDADES DE FOTOGRAFIA
2307;"743";ACTIVIDADES DE TRADUCCION E INTERPRETACION
2308;"749";"OTRAS ACTIVIDADES PROFESIONALES; CIENTIFICAS Y TECNICAS N.C.O.P."
2309;"75";ACTIVIDADES VETERINARIAS
2310;"750";ACTIVIDADES VETERINARIAS
2311;N;ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS AUXLIARES
2312;"77";ACTIVIDADES DE ALQUILER
2313;"771";ALQUILER DE VEHICULOS DE MOTOR
2314;"772";ALQUILER DE EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO
2315;"773";"ALQUILER DE OTRA MAQUINARIA; EQUIPOS Y BIENES TANGIBLES"
2316;"774";"ARRENDAMIENTO DE LA PROPIEDAD INTELECTUAL Y PRODUCTOS SIMILARES; EXCEPTO TRABAJOS PROTEGIDOS POR LOS DERECHOS DE AUTOR"
2317;"78";ACTIVIDADES RELACIONADAS CON EL EMPLEO
2318;"781";ACTIVIDADES DE LAS AGENCIAS DE COLOCACION
2319;"782";ACTIVIDADES DE LAS EMPRESAS DE TRABAJO TEMPORAL
2320;"783";OTRA PROVISION DE RECURSOS HUMANOS
2321;"79";"ACTIVIDADES DE AGENCIAS DE VIAJES; OPERADORES TURISTICOS; SERVICIOS DE RESERVAS Y ACTIVIDADES RELACIONADAS CON LOS MISMOS"
2322;"791";ACTIVIDADES DE AGENCIAS DE VIAJES Y OPERADORES TURISTICOS
2323;"799";OTROS SERVICIOS DE RESERVAS Y ACTIVIDADES RELACIONADAS CON LOS MISMOS
2324;"80";ACTIVIDADES DE SEGURIDAD E INVESTIGACION
2325;"801";ACTIVIDADES DE SEGURIDAD PRIVADA
2326;"802";SERVICIOS DE SISTEMAS DE SEGURIDAD
2327;"803";ACTIVIDADES DE INVESTIGACION
2328;"81";SERVICIOS A EDIFICIOS Y ACTIVIDADES DE JARDINERIA
2329;"811";SERVICIOS INTEGRALES A EDIFICIOS E INSTALACIONES
2330;"812";ACTIVIDADES DE LIMPIEZA
2331;"813";ACTIVIDADES DE JARDINERIA
2332;"82";ACTIVIDADES ADMINISTRATIVAS DE OFICINA Y OTRAS ACTIVIDADES AUXILIARES A LAS EMPRESAS
2333;"821";ACTIVIDADES ADMINISTRATIVAS Y AUXILIARES DE OFICINA
2334;"822";ACTIVIDADES DE LOS CENTROS DE LLAMADAS
2335;"823";ORGANIZACION DE CONVENCIONES Y FERIAS DE MUESTRAS
2336;"829";ACTIVIDADES DE APOYO A LAS EMPRESAS N.C.O.P.
2337;O;ADMINISTRACION PUBLICA Y DEFENSA; SEGURIDAD SOCIAL OBLIGATORIA
2338;"84";ADMINISTRACION PUBLICA Y DEFENSA; SEGURIDAD SOCIAL OBLIGATORIA
2339;"841";ADMINISTRACION PUBLICA Y DE LA POLITICA ECONOMICA Y SOCIAL
2340;"842";PRESTACION DE SERVICIOS A LA COMUNIDAD EN GENERAL
2341;"843";SEGURIDAD SOCIAL OBLIGATORIA
2342;P;EDUCACION
2343;"85";EDUCACION
2344;"851";EDUCACION PREPRIMARIA
2345;"852";EDUCACION PRIMARIA
2346;"853";EDUCACION SECUNDARIA
2347;"854";EDUCACION POSTSECUNDARIA
2348;"855";OTRA EDUCACION
2349;"856";ACTIVIDADES AUXILIARES A LA EDUCACION
2350;Q;ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES
2351;"86";ACTIVIDADES SANITARIAS
2352;"861";ACTIVIDADES HOSPITALARIAS
2353;"862";ACTIVIDADES MEDICAS Y ODONTOLOGICAS
2354;"869";OTRAS ACTIVIDADES SANITARIAS
2355;"87";ASISTENCIA EN ESTABLECIMIENTOS RESIDENCIALES
2356;"871";ASISTENCIA EN ESTABLECIMIENTOS RESIDENCIALES CON CUIDADOS SANITARIOS
2357;"872";"ASISTENCIA EN ESTABLECIMIENTOS RESIDENCIALES PARA PERSONAS CON DISCAPACIDAD INTELECTUAL; ENFERMEDAD MENTAL Y DROGODEPENDENCIA"
2358;"873";ASISTENCIA EN ESTABLECIMIENTOS RESIDENCIALES PARA PERSONAS MAYORES Y CON DISCAPACIDAD FISICA
2359;"879";OTRAS ACTIVIDADES DE ASISTENCIA EN ESTABLECIMIENTOS RESIDENCIALES
2360;"88";ACTIVIDADES DE SERVICIOS SOCIALES SIN ALOJAMIENTO
2361;"881";ACTIVIDADES DE SERVICIOS SOCIALES SIN ALOJAMIENTO PARA PERSONAS MAYORES Y CON DISCAPACIDAD
2362;"889";OTROS ACTIVIDADES DE SERVICIOS SOCIALES SIN ALOJAMIENTO
2363;R;"ACTIVIDADES ARTISTICAS; RECREATIVAS Y DE ENTRENIMIENTO"
2364;"90";"ACTIVIDADES DE CREACION; ARTISTICAS Y ESPECTACULOS"
2365;"900";"ACTIVIDADES DE CREACION; ARTISTICAS Y ESPECTACULOS"
2366;"91";"ACTIVIDADES DE BIBLIOTECAS; ARCHIVOS; MUSEOS Y OTRAS ACTIVIDADES CULTURALES"
2367;"910";"ACTIVIDADES DE BIBLIOTECAS; ARCHIVOS; MUSEOS Y OTRAS ACTIVIDADES CULTURALES"
2368;"92";ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS
2369;"920";ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS
2370;"93";"ACTIVIDADES DEPORTIVAS; RECREATIVAS Y DE ENTRETENIMIENTO"
2371;"931";ACTIVIDADES DEPORTIVAS
2372;"932";ACTIVIDADES RECREATIVAS Y DE ENTRETENIMIENTO
2373;S;OTROS SERVICIOS
2374;"94";ACTIVIDADES ASOCIATIVAS
2375;"941";"ACTIVIDADES DE ORGANIZACIONES EMPRESARIALES; PROFESIONALES Y PATRONALES"
2376;"942";ACTIVIDADES SINDICALES
2377;"949";OTRAS ACTIVIDADES ASOCIATIVAS
2378;"95";"REPARACION DE ORDENADORES; EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO"
2379;"951";REPARACION DE ORDENADORES Y EQUIPOS DE COMUNICACION
2380;"952";REPARACION DE EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO
2381;"96";OTROS SERVICIOS PERSONALES
2382;"960";OTROS SERVICIOS PERSONALES
2383;T;ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES DE PERSONAL DOMESTICO; ACTIVIDADES DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO
2384;"97";ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES DE PERSONAL DOMESTICO
2385;"970";ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES DE PERSONAL DOMESTICO
2386;"98";ACTIVIDADES DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO
2387;"981";ACTIVIDADES DE LOS HOGARES COMO PRODUCTORES DE BIENES PARA USO PROPIO
2388;"982";ACTIVIDADES DE LOS HOGARES COMO PRODUCTORES DE SERVICIOS PARA USO PROPIO
2389;U;ACTIVIDADES DE ORGANIZACIONES Y ORGANISMOS EXTRATERRITORIALES
2390;"99";ACTIVIDADES DE ORGANIZACIONES Y ORGANISMOS EXTRATERRITORIALES
2391;"990";ACTIVIDADES DE ORGANIZACIONES Y ORGANISMOS EXTRATERRITORIALES
2190;"432";"INSTALACIONES ELECTRICAS; DE FONTANERIA Y OTRAS INSTALACIONES EN OBRAS DE CONSTRUCCION"
2191;"433";ACABADO DE EDIFICIOS
2192;"439";OTRAS ACTIVIDADES DE CONSTRUCCION ESPECIALIZADA
2193;G;COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACION DE VEHICULOS DE MOTOR Y MOTOCICLETAS
2194;"45";VENTA Y REPARACION DE VEHICULOS DE MOTOR Y MOTOCICLETAS
2195;"451";VENTA DE VEHICULOS DE MOTOR
2196;"452";MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR
2197;"453";COMERCIO DE REPUESTOS Y ACCESORIOS DE VEHICULOS DE MOTOR
2198;"454";"VENTA; MANTENIMIENTO Y REPARACION DE MOTOCICLETAS Y DE SUS REPUESTOS Y ACCESORIOS"
2199;"46";"COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCIO; EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS"
2200;"461";INTERMEDIARIOS DEL COMERCIO
2201;"462";COMERCIO AL POR MAYOR DE MATERIAS PRIMAS AGRARIAS Y DE ANIMALES VIVOS
2202;"463";"COMERCIO AL POR MAYOR DE PRODUCTOS ALIMENTICIOS; BEBIDAS Y TABACO"
2203;"464";COMERCIO AL POR MAYOR DE ARTICULOS DE USO DOMESTICO
2204;"465";COMERCIO AL POR MAYOR DE EQUIPOS PARA LAS TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES
2205;"466";"COMERCIO AL POR MAYOR DE OTRA MAQUINARIA; EQUIPOS Y SUMINISTROS"
2206;"467";OTRO COMERCIO AL POR MAYOR ESPECIALIZADO
2207;"469";COMERCIO AL POR MAYOR NO ESPECIALIZADO
2208;"47";"COMERCIO AL POR MENOR; EXCEPTO DE VEHICULOS DE MOTOR Y MOTOCICLETAS"
2209;"471";COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS
2210;"472";"COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS; BEBIDAS Y TABACO EN ESTABLECIMIENTOS ESPECIALIZADOS"
2211;"473";COMERCIO AL POR MENOR DE COMBUSTIBLE PARA LA AUTOMOCION EN ESTABLECIMIENTOS ESPECIALIZADOS
2212;"474";COMERCIO AL POR MENOR DE EQUIPOS PARA LAS TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES EN ESTABLECIMIENTOS ESPECIALIZADOS
2213;"475";COMERCIO AL POR MENOR DE OTROS ARTICULOS DE USO DOMESTICO EN ESTABLECIMIENTOS ESPECIALIZADOS
2214;"476";COMERCIO AL POR MENOR DE ARTICULOS CULTURALES Y RECREATIVOS EN ESTABLECIMIENTOS ESPECIALIZADOS
2215;"477";COMERCIO AL POR MENOR DE OTROS ARTICULOS EN ESTABLECIMIENTOS ESPECIALIZADOS
2216;"478";COMERCIO AL POR MENOR EN PUESTOS DE VENTA Y EN MERCADILLOS
2217;"479";"COMERCIO AL POR MENOR NO REALIZADO NI EN ESTABLECIMIENTOS; NI EN PUESTOS DE VENTA NI EN MERCADILLOS"
2218;H;TRANSPORTE Y ALMACENAMIENTO
2219;"49";TRANSPORTE TERRESTRE Y POR TUBERIA
2220;"491";TRANSPORTE INTERURBANO DE PASAJEROS POR FERROCARRIL
2221;"492";TRANSPORTE DE MERCANCIAS POR FERROCARRIL
2222;"493";OTRO TRANSPORTE TERRESTRE DE PASAJEROS
2223;"494";TRANSPORTE DE MERCANCIAS POR CARRETERA Y SERVICIOS DE MUDANZA
2224;"495";TRANSPORTE POR TUBERIA
2225;"50";TRANSPORTE MARITIMO Y POR VIAS NAVEGABLES INTERIORES
2226;"501";TRANSPORTE MARITIMO DE PASAJEROS
2227;"502";TRANSPORTE MARITIMO DE MERCANCIAS
2228;"503";TRANSPORTE DE PASAJEROS POR VIAS NAVEGABLES INTERIORES
2229;"504";TRANSPORTE DE MERCANCIAS POR VIAS NAVEGABLES INTERIORES
2230;"51";TRANSPORTE AEREO
2231;"511";TRANSPORTE AEREO DE PASAJEROS
2232;"512";TRANSPORTE AEREO DE MERCANCIAS Y TRANSPORTE ESPACIAL
2233;"52";ALMACENAMIENTO Y ACTIVIDADES ANEXAS AL TRANSPORTE
2234;"521";DEPOSITO Y ALMACENAMIENTO
2235;"522";ACTIVIDADES ANEXAS AL TRANSPORTE
2236;"53";ACTIVIDADES POSTALES Y DE CORREOS
2237;"531";ACTIVIDADES POSTALES SOMETIDAS A LA OBLIGACION DEL SERVICIO UNIVERSAL
2238;"532";OTRAS ACTIVIDADES POSTALES Y DE CORREOS
2239;I;HOSTELERIA
2240;"55";SERVICIOS DE ALOJAMIENTO
2241;"551";HOTELES Y ALOJAMIENTOS SIMILARES
2242;"552";ALOJAMIENTOS TURISTICOS Y OTROS ALOJAMIENTOS DE CORTA ESTANCIA
2243;"553";CAMPINGS Y APARCAMIENTOS PARA CARAVANAS
2244;"559";OTROS ALOJAMIENTOS
2245;"56";SERVICIOS DE COMIDAS Y BEBIDAS
2246;"561";RESTAURANTES Y PUESTOS DE COMIDAS
2247;"562";PROVISION DE COMIDAS PREPARADAS PARA EVENTOS Y OTROS SERVICIOS DE COMIDAS
2248;"563";ESTABLECIMIENTOS DE BEBIDAS
2249;J;INFORMACION Y COMUNICACIONES
2250;"58";EDICION
2251;"581";"EDICION DE LIBROS; PERIODICOS Y OTRAS ACTIVIDADES EDITORIALES"
2252;"582";EDICION DE PROGRAMAS INFORMATICOS
2253;"59";"ACTIVIDADES CINEMATOGRAFICAS; DE VIDEO Y DE PROGRAMAS DE TELEVISION; GRABACION DE SONIDO Y EDICION MUSICAL"
2254;"591";"ACTIVIDADES CINEMATOGRAFICAS; DE VIDEO Y DE PROGRAMAS DE TELEVISION"
2255;"592";ACTIVIDADES DE GRABACION DE SONIDO Y EDICION MUSICAL
2256;"60";ACTIVIDADES DE PROGRAMACION Y EMISION DE RADIO Y TELEVISION
2257;"601";ACTIVIDADES DE RADIODIFUSION
2258;"602";ACTIVIDADES DE PROGRAMACION Y EMISION DE TELEVISION
2259;"61";TELECOMUNICACIONES
2260;"611";TELECOMUNICACIONES POR CABLE
2261;"612";TELECOMUNICACIONES INALAMBRICAS
2262;"613";TELECOMUNICACIONES POR SATELITE
2263;"619";OTRAS ACTIVIDADES DE TELECOMUNICACIONES
2264;"62";"PROGRAMACION; CONSULTORIA Y OTRAS ACTIVIDADES RELACIONADAS CON LA INFORMATICA"
2265;"620";"PROGRAMACION; CONSULTORIA Y OTRAS ACTIVIDADES RELACIONADAS CON LA INFORMATICA"
2266;"63";SERVICIOS DE INFORMACION
2267;"631";"PROCESO DE DATOS; HOSTING Y ACTIVIDADES RELACIONADAS; PORTALES WEB"
2268;"639";OTROS SERVICIOS DE INFORMACION
2269;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS
2270;"64";"SERVICIOS FINANCIEROS; EXCEPTO SEGUROS Y FONDOS DE PENSIONES"
2271;"641";INTERMEDIACION MONETARIA
2272;"642";ACTIVIDADES DE LAS SOCIEDADES HOLDING
2273;"643";"INVERSION COLECTIVA; FONDOS Y ENTIDADES FINANCIERAS SIMILARES"
2274;"649";"OTROS SERVICIOS FINANCIEROS; EXCEPTO SEGUROS Y FONDOS DE PENSIONES"
2275;"65";"SEGUROS; REASEGUROS Y FONDOS DE PENSIONES; EXCEPTO SEGURIDAD SOCIAL OBLIGATORIA"
2276;"651";SEGUROS
2277;"652";REASEGUROS
2278;"653";FONDOS DE PENSIONES
2279;"66";ACTIVIDADES AUXILIARES A LOS SERVICIOS FINANCIEROS Y A LOS SEGUROS
2280;"661";"ACTIVIDADES AUXILIARES A LOS SERVICIOS FINANCIEROS; EXCEPTO SEGUROS Y FONDOS DE PENSIONES"
2281;"662";ACTIVIDADES AUXILIARES A SEGUROS Y FONDOS DE PENSIONES
2282;"663";ACTIVIDADES DE GESTION DE FONDOS
2283;L;ACTIVIDADES INMOBILIARIAS
2284;"68";ACTIVIDADES INMOBILIARIAS
2285;"681";COMPRAVENTA DE BIENES INMOBILIARIOS POR CUENTA PROPIA
2286;"682";ALQUILER DE BIENES INMOBILIARIOS POR CUENTA PROPIA
2287;"683";ACTIVIDADES INMOBILIARIAS POR CUENTA DE TERCEROS
2288;M;"ACTIVIDADES PROFESIONALES; CIENTIFICAS Y TECNICAS"
2289;"69";ACTIVIDADES JURIDICAS Y DE CONTABILIDAD
2290;"691";ACTIVIDADES JURIDICAS
2394;"617.9";"COMERCIO AL POR MAYOR INTERINDUSTRIAL (EXCEPTO MINERÍA Y QUÍMICA) DE OTROS PRODUCTOS; MAQUINARIA Y MATERIAL N.C.O.P."
2392;"3142";FABRICACIÓN DE ESTRUCTURAS METÁLICAS
2393;"619.4";COM.MAY.PTOS. DE PAPEL Y CARTON
2395;"501.3";ALBAÑILERIA Y PEQ. TRABAJOS CONSTRUCCION
2396;"659.2";COM.MEN.MUEBLES Y MAQUINAS DE OFICINA
2397;"691.9";REPARACION OTROS BIENES CONSUMO NCOP
2398;"756";ACTIV. AUXILIARES Y COMPLEMENTARIAS TTE.
2399;"849.6";SERV.COLOCACION Y SUMINISTRO DE PERSONAL
2400;"999";OTROS SERVICIOS N.C.O.P.
2401;"8450";EXPLOTACIÓN ELECTRÓNICA POR CUENTA DE TERCEROS
